"species" "CH_status" "THALLUS_type1" "THALLUS_type2" "THALLUS_type3" "THALLUS_type4" "THA_Morpho_type1" "THA_Morpho_type2" "THA_Morpho_type3" "THA_Morpho_type4" "THA_Morpho_type5" "THA_Morpho_type6" "THA_Morpho_type7" "THA_Morpho_type8" "THA_Morpho_type9" "THA_Morpho_type10" "THA_Morpho_type11" "THA_Morpho_type12" "THA_Morpho_type13" "THA_Morpho_type14" "THA_Growth1" "THA_Growth2" "THA_Growth3" "THA_Growth4" "THA_Growth5" "THA_Growth6" "THA_Growth7" "THA_Growth8" "THA_Growth9" "THA_Growth10" "THA_Growth11" "THA_Growth12" "THA_Pruinosity" "THA_Cilia" "THA_UpCol_black" "THA_UpCol_brown" "THA_UpCol_white" "THA_UpCol_yellow" "THA_UpCol_grey" "THA_UpCol_red" "THA_UpCol_green" "THA_UpCol_blue" "THA_LowCol_black" "THA_LowCol_brown" "THA_LowCol_white" "THA_LowCol_yellow" "THA_LowCol_grey" "THA_LowCol_red" "THA_LowCol_green" "THA_LowCol_blue" "THA_Rhizines" "THA_Rhizines_type1" "THA_Rhizines_type2" "THA_Rhizines_type3" "THA_Rhizines_type4" "THA_Rhizines_type5" "THA_Rhizines_type6" "THA_Rhizines_type7" "THA_Isidia" "THA_Soredia" "Ascomata" "ASCOMA_type1" "ASCOMA_type2" "ASCOMA_type3" "ASCM_link1" "ASCM_link2" "ASCM_link3" "ASCM_link4" "ASCM_link5" "ASCM_Paraphyses" "ASCOPORES_mean" "ASCP_PigmentCol1" "ASCP_PigmentCol2" "ASCP_PigmentCol3" "ASCP_PigmentCol4" "ASCP_PigmentCol5" "ASCP_PigmentCol6" "ASCP_PigmentCol7" "ASCP_PigmentCol8" "ASCP_PigmentCol9" "ASCP_PigmentCol10" "ASCP_PigmentCol11" "ASCP_PigmentCol12" "ASCP_Septa" "ASCP_Septa_type1" "ASCP_Septa_type2" "ASCP_TransSepta_lower" "ASCP_TransSepta_mean" "ASCP_TransSepta_upper" "ASCP_Perispore_type1" "ASCP_Perispore_type2" "ASCP_Perispore_type3" "ASCP_Perispore_type4" "ASCP_Perispore_type5" "PPhotobiont" "SPhotobiont" "PPhotobiont_type1" "PPhotobiont_type2" "PPhotobiont_type3" "Fos" "Ter" "Aqu" "Arb" "Aer" "Life_type1" "Life_type2" "Life_type3" "Life_type4" "Life_type5" "Substrate" "Substrate_type1" "Substrate_type2" "Substrate_type3" "Substrate_type4" "Substrate_type5" "Substrate_type6" "Substrate_type7" "Substrate_type8" "Substrate_type9" "EIV_Light" "EIV_Temp" "EIV_Cont" "EIV_Moisture" "EIV_pH" "EIV_Eutroph" "RangeSize_km2" "IUCN_status" "gbif_accepted" "gbif_rank" "gbif_genus" "gbif_family" "gbif_order" "gbif_class" "gbif_phylum" "gbif_IUCN"
"Thelenella muscorum octospora" NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 1 0 0 0 0 "present" 8 1 0 0 0 1 0 0 0 0 0 0 0 "present" 0 1 NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 1 0 0 0 0 1 0 NA 0 1 0 1 0 1 1 0 1 NA NA NA NA NA NA NA NA "Thelenella muscorum (Th.Fr.) Vain." "VARIETY" "Thelenella" "Thelenellaceae" "Ostropales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Thelidium decipiens" NA 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0 0 0 0 0 0 0 NA NA 0 1 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 1 1 0 0 0 "absent" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA NA 1 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 0 1 NA NA NA NA NA NA NA NA "Thelidium decipiens (Hepp) Kremp." "SPECIES" "Thelidium" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Thelidium dionantense" NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 1 0 0 0 0 "absent" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 0 0 1 NA NA NA NA NA NA NA NA "Thelidium dionantense Zahlbr." "SPECIES" "Thelidium" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Thelidium fontigenum" NA 1 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0 0 0 0 0 0 0 NA NA 0 1 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 1 1 0 0 0 "absent" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 1 NA 3 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 1 NA NA NA NA NA NA NA NA "Thelidium fontigenum A.Massal." "SPECIES" "Thelidium" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Thelidium impressum" NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0 0 0 0 0 0 0 NA NA 0 1 0 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 0 1 0 0 0 "absent" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 0 1 NA NA NA NA NA NA NA NA "Thelidium impressum (Müll.Arg.) Zschacke" "SPECIES" "Thelidium" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Thelidium incavatum" NA 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0 0 0 0 0 0 0 NA NA 0 1 1 0 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 1 1 0 0 0 "absent" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 1 5 NA 3 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 0 1 NA NA NA NA NA NA NA NA "Thelidium incavatum Nyl. ex Mudd" "SPECIES" "Thelidium" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Thelidium methorium" NA 0 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 1 1 0 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 1 1 0 0 0 "absent" NA 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 0 NA NA NA NA NA NA NA NA "Thelidium methorium (Nyl.) Hellb." "SPECIES" "Thelidium" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Thelidium minimum" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 0 0 1 0 0 "absent" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 1 NA NA NA NA NA NA NA NA "Thelidium minimum (A.Massal. ex Nyl.) Arnold" "SPECIES" "Thelidium" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Thelidium minutulum" NA 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 1 0 0 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 0 1 1 0 0 "absent" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 1 NA NA NA NA NA NA NA NA "Thelidium minutulum Körb." "SPECIES" "Thelidium" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Thelidium olivaceum" NA 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 1 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 0 1 0 0 0 "absent" NA 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 0 1 NA NA NA NA NA NA NA NA "Pseudosagedia borreri (Trevis.) Hafellner & Kalb" "SPECIES" "Pseudosagedia" "Porinaceae" "Ostropales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Thelidium pyrenophorum" NA 1 1 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0 0 0 0 0 0 0 NA NA 0 1 1 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 0 1 0 0 0 "absent" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 1 NA NA NA NA NA NA NA NA "Thelidium pyrenophorum (Ach.) Körb." "SPECIES" "Thelidium" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Thelidium rehmii" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 NA NA NA NA NA "absent" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 1 NA NA NA NA NA NA NA NA "Thelidium rehmii Zschacke" "SPECIES" "Thelidium" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Thelidium submethorium" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 1 0 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 0 1 0 0 0 "absent" NA 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 0 NA NA NA NA NA NA NA NA "Thelidium submethorium (Vain.) Zahlbr." "SPECIES" "Thelidium" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Thelidium zwackhii" "DD" 1 0 1 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 1 0 0 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 0 1 1 0 0 "absent" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 3 NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 1 0 0 0 0 1 0 NA 0 0 0 0 1 1 1 1 1 NA NA NA NA NA NA NA NA "Thelidium zwackhii (Hepp) A.Massal." "SPECIES" "Thelidium" "Verrucariaceae" "Verrucariales" "Eurotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Thelignya lignyota" NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 1 1 0 0 0 0 NA NA 1 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 1 0 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 1 0 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 0 NA NA NA NA NA NA NA NA "Thelignya lignyota (Wahlenb.) P.M.Jørg. & Henssen" "SPECIES" "Thelignya" "Lichinaceae" "Lichinales" "Lichinomycetes" "Ascomycota" "NOT_EVALUATED"
"Thelocarpon coccosporum" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 1 0 1 1 0 0 "present" NA 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "absent, present" "absent" 0 1 0 NA 1 0 0 0 1 0 0 1 0 NA 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA "Thelocarpon coccosporum Lettau" "SPECIES" "Thelocarpon" "Thelocarpaceae" "Thelocarpales" NA "Ascomycota" "NOT_EVALUATED"
"Thelocarpon epibolum epithallinum" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 1 0 1 0 0 0 "present" NA 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "absent, present" "absent" 0 1 0 NA 1 0 1 0 1 0 0 1 1 NA 0 1 1 0 1 1 0 0 0 NA NA NA NA NA NA NA NA "Thelocarpon epibolum Nyl." "VARIETY" "Thelocarpon" "Thelocarpaceae" "Thelocarpales" NA "Ascomycota" "NOT_EVALUATED"
"Thelocarpon intermediellum" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0 0 0 0 0 0 0 "pruinose" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 1 0 1 1 0 0 "absent" NA 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "absent, present" "absent" 0 1 0 NA 1 0 1 0 0 0 0 1 0 NA 0 0 0 0 1 0 1 0 0 NA NA NA NA NA NA NA NA "Thelocarpon intermediellum Nyl." "SPECIES" "Thelocarpon" "Thelocarpaceae" "Thelocarpales" NA "Ascomycota" "NOT_EVALUATED"
"Thelocarpon laureri" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0 0 0 0 0 0 0 "pruinose" NA 0 0 0 1 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 1 0 1 1 0 0 "present" NA 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 1 0 0 0 0 1 0 NA 0 0 0 0 1 1 1 0 0 NA NA NA NA NA NA NA NA "Thelocarpon laureri (Flot.) Nyl." "SPECIES" "Thelocarpon" "Thelocarpaceae" "Thelocarpales" NA "Ascomycota" "NOT_EVALUATED"
"Thelocarpon lichenicola" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 1 0 1 1 0 0 "present" NA 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "absent" NA NA NA NA NA 1 0 1 0 1 0 0 0 1 NA 0 0 1 0 1 1 0 1 0 NA NA NA NA NA NA NA NA "Thelocarpon lichenicola (Fuckel) Poelt & Hafellner" "SPECIES" "Thelocarpon" "Thelocarpaceae" "Thelocarpales" NA "Ascomycota" "NOT_EVALUATED"
"Thelocarpon olivaceum" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0 0 0 0 0 0 0 "pruinose" NA 0 1 0 1 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 1 1 1 0 0 0 "absent" NA 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 1 1 0 0 NA NA NA NA NA NA NA NA "Thelocarpon olivaceum B.de Lesd." "SPECIES" "Thelocarpon" "Thelocarpaceae" "Thelocarpales" NA "Ascomycota" "NOT_EVALUATED"
"Thelocarpon pallidum" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0 0 0 0 0 0 0 "epruinose, pruinose" NA 0 0 0 1 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 1 0 1 1 0 0 "absent" NA 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 0 1 NA NA NA NA NA NA NA NA "Thelocarpon pallidum G.Salisb." "SPECIES" "Thelocarpon" "Thelocarpaceae" "Thelocarpales" NA "Ascomycota" "NOT_EVALUATED"
"Thelocarpon superellum" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 1 0 1 1 0 0 "present" NA 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "absent, present" "absent" 0 1 0 NA 1 0 1 0 0 0 1 0 0 NA 0 0 0 0 1 1 0 0 0 NA NA NA NA NA NA NA NA "Thelocarpon superellum Nyl." "SPECIES" "Thelocarpon" "Thelocarpaceae" "Thelocarpales" NA "Ascomycota" "NOT_EVALUATED"
"Thelomma ocellatum" "NE" 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 0 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" "absent" "absent, present" 0 1 0 1 0 0 0 0 NA 8 0 0 0 0 0 0 1 0 0 0 1 0 "present" 1 0 NA 1 NA 0 0 0 1 0 "present" "absent" 0 1 0 0 0 0 1 0 0 0 0 1 0 "H" 0 0 0 1 1 0 0 0 0 0.888888888888889 0.333333333333333 4 0.555555555555556 0.444444444444444 0.875 NA NA "Pseudothelomma ocellatum (Flot. ex Körb.) M.Prieto & Wedin" "SPECIES" "Pseudothelomma" "Caliciaceae" "Caliciales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Thelopsis flaveola" "EN" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 0 0 0 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 1 1 0 0 0 "present" 300 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 0 1 0 0 0 "present" "absent" 0 0 1 NA 0 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA "Thelopsis flaveola Arnold" "SPECIES" "Thelopsis" "Stictidaceae" "Ostropales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Thelopsis isiaca" NA 1 0 1 1 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 1 1 0 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 1 1 0 0 0 "present" NA 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 1 NA 0 1 1 0 0 "present" "absent" 0 0 1 NA 1 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 1 0 1 NA NA NA NA NA NA NA NA "Thelopsis isiaca Stizenb." "SPECIES" "Thelopsis" "Stictidaceae" "Ostropales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Thelopsis lojkana" NA 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 0 1 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 0 1 1 0 0 "present" NA 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 3 NA 0 1 1 0 0 "present" "absent" 0 0 1 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Thelopsis melathelia" "DD" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 1 0 1 1 1 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 0 1 0 0 0 "present" NA 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 3 NA 0 0 1 0 0 "present" "absent" 0 0 1 NA 1 0 0 0 0 0 0 1 0 NA 0 1 0 0 0 1 0 0 0 NA NA NA NA NA NA NA NA "Ramonia melathelia (Nyl.) Ertz" "SPECIES" "Ramonia" "Gyalectaceae" "Gyalectales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Thelopsis rubella" "EN" 1 0 1 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 1 1 0 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 0 1 0 0 0 "present" NA 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 NA 3 NA 1 0 0 0 0 "present" "absent" 0 0 1 NA 1 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA "Thelopsis rubella Nyl." "SPECIES" "Thelopsis" "Stictidaceae" "Ostropales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Thelotrema lepadinum" "VU" 1 0 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 NA NA 0 1 1 1 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 1 1 0 0 "present" NA 1 0 0 0 0 0 0 0 0 0 0 0 "present" 0 1 21 NA 11 1 1 1 0 1 "present" "absent" 0 0 1 0 1 0 1 0 0 0 0 1 0 "R" 0 0 0 1 0 0 1 1 0 0.333333333333333 0.555555555555556 3 0.666666666666667 0.333333333333333 0 NA NA "Thelotrema lepadinum (Ach.) Ach." "SPECIES" "Thelotrema" "Graphidaceae" "Ostropales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Thelotrema suecicum" NA 1 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 NA NA 0 1 0 1 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 11 NA 5 0 1 1 0 1 "present" "absent" 0 0 1 NA 0 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA "Thelotrema suecicum (H.Magn.) P.James" "SPECIES" "Thelotrema" "Graphidaceae" "Ostropales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Thermutis velutina" NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 NA NA 1 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" NA 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 1 0 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 1 NA NA NA NA NA NA NA NA "Thermutis velutina (Ach.) Flot." "SPECIES" "Thermutis" "Lichinaceae" "Lichinales" "Lichinomycetes" "Ascomycota" "NOT_EVALUATED"
"Tholurna dissimilis" NA NA NA NA NA 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 1 0 0 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 1 0 0 0 1 0 0 NA 8 0 0 0 0 0 0 0 0 0 0 1 0 "present" 1 0 NA 1 NA 0 0 0 1 0 "present" "absent" 0 1 0 NA 0 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA "Tholurna dissimilis (Norman) Norman" "SPECIES" "Tholurna" "Caliciaceae" "Caliciales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Thrombium epigaeum" "DD" NA NA NA NA 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 1 0 1 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 0 0 1 1 0 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 NA 1 0 0 0 0 0 0 1 0 NA 0 0 0 0 0 1 0 0 0 NA NA NA NA NA NA NA NA "Inoderma epigaeum (Pers.) Gray" "SPECIES" "Inoderma" "Arthoniaceae" "Arthoniales" "Arthoniomycetes" "Ascomycota" "NOT_EVALUATED"
