"species" "Genus" "Family" "Order" "BodyLength_mm" "BodyLength_male" "BodyLength_female" "BodyLength_min" "BodyLength_max" "Litter_size" "Development_total_d" "Development_egg_mean_d" "Development_larva_mean_d" "Development_pupa_mean_d" "Longevity_y" "Semivoltine" "Univoltine" "Bivoltine" "Multivoltine" "Overwintering_egg" "Overwintering_larva" "Overwintering_pupa" "Overwintering_imago" "Activity" "Larva_Diet" "Imago_Diet" "Larva_Diet_range" "Imago_Diet_range" "Diet_Carniv" "Diet_Scav" "Diet_Fungi" "Diet_Root" "Diet_Seed" "Diet_Leaf" "Diet_Flower" "Diet_Stem" "Diet_Grass" "Diet_Woody" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "EIV_Light" "EIV_Temp" "EIV_Moisture" "Elev_Planar" "Elev_Colline" "Elev_Montane" "Elev_Subalpine" "Elev_Alpine" "Dispersal_ability" "Dispersal_km" "RangeSize_km2" "IUCN_status" "Riparian_sp" "BodyWidth_mm" "BodyHeight_mm" "Head_length_mm" "Head_width_mm" "Eye_area_mm2" "Antenna_length_mm" "Mandible_length_mm" "Proximal_mandible_width_mm" "Front_leg_length_mm" "Mid_leg_length_mm" "Hind_leg_length_mm" "Wing_morphology" "Elytra_length_mm" "Elytra_width_mm" "Wing_length_mm" "Wing_width_mm" "Wing_area_mm2" "Hairiness_total" "Colour_lightness" "Biotope_range" "gbif_accepted" "gbif_rank" "gbif_genus" "gbif_family" "gbif_order" "gbif_class" "gbif_phylum" "gbif_IUCN"
"Grammoptera abdominalis" NA "Cerambycidae" "Coleoptera" 7.13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.843 1.54 1.031 1.282 0.124 4.884 0.424 0.214 NA NA NA NA 4.44 1.001 NA NA NA 20.711 133.07 NA "Grammoptera abdominalis (Stephens, 1831)" "SPECIES" "Grammoptera" "Cerambycidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Grammoptera ruficornis" NA "Cerambycidae" "Coleoptera" 7.21 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.663 1.681 0.977 1.012 0.13 2.367 0.334 0.059 2.349 2.784 4.132 NA 4.122 0.954 NA 2.146 NA 28.036 130.91 NA "Grammoptera ruficornis (Fabricius, 1781)" "SPECIES" "Grammoptera" "Cerambycidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Grammoptera ustulata" NA "Cerambycidae" "Coleoptera" 6.395 NA NA 5 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Herbivorous" "Palynivorous" NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA 0 NA 0 1 1 0 0 NA 0 0 0 NA 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 1.751 1.598 1.167 1.284 0.216 5.004 0.444 0.256 2.828 3.437 4.718 NA 4.603 0.901 6.534 2.341 13.253 36.689 136.57 NA "Grammoptera ustulata (Schaller, 1783)" "SPECIES" "Grammoptera" "Cerambycidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Grammoptera viridipennis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5084.76199976532 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Grammoptera viridipennis Pic, 1893" "SPECIES" "Grammoptera" "Cerambycidae" "Coleoptera" "Insecta" "Arthropoda" "VULNERABLE"
"Grandinaphodius inferorum" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2100.66190257714 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Grandinaphodius inferorum Ziani, 2002" "SPECIES" "Grandinaphodius" "Scarabaeidae" "Coleoptera" "Insecta" "Arthropoda" "DATA_DEFICIENT"
"Grandinaphodius smoliki" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1923.59214334142 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Grandinaphodius smoliki (Käufel, 1914)" "SPECIES" "Grandinaphodius" "Scarabaeidae" "Coleoptera" "Insecta" "Arthropoda" "DATA_DEFICIENT"
"Gromphas aeruginosa" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3253191.8984653 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Gromphas aeruginosa (Perty, 1830)" "SPECIES" "Gromphas" "Scarabaeidae" "Coleoptera" "Insecta" "Arthropoda" "LEAST_CONCERN"
"Gromphas amazonica" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 621361.70159639 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Gromphas amazonica Bates, 1870" "SPECIES" "Gromphas" "Scarabaeidae" "Coleoptera" "Insecta" "Arthropoda" "LEAST_CONCERN"
"Grynobius planus" NA "Ptinidae" "Coleoptera" 4.832 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2.029 1.673 0.57 1.109 0.083 1.415 0.363 0.29 1.795 1.979 1.891 NA 3.897 1 6.172 2.445 12.147 34.388 111.01 NA "Grynobius planus (Fabricius, 1787)" "SPECIES" "Grynobius" "Anobiidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Grynocharis oblonga" NA "Trogossitidae" "Coleoptera" 7.585 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Herbivorous" NA NA NA NA NA NA NA 1 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5916566.05669469 NA NA 3.378 1.645 1.065 1.455 0.122 1.753 0.545 0.221 2.08 2.11 2.214 NA 5.193 1.628 7.768 3.014 18.705 15.21 107.91 NA "Grynocharis oblonga (Linnaeus, 1758)" "SPECIES" "Grynocharis" "Trogossitidae" "Coleoptera" "Insecta" "Arthropoda" "LEAST_CONCERN"
"Grypus equiseti" NA "Curculionidae" "Coleoptera" 5.4 NA NA 4.8 6 NA NA NA NA NA NA NA NA NA NA 0 1 0 1 NA NA "Herbivorous" NA "monophagous" 0 0 0 0 0 1 0 1 1 NA 0 1 0 0 NA NA 1 NA 1 0 0 0 0 NA 0 0 1 NA 0 0 0 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Grypus equiseti (J.C.Fabricius, 1775)" "SPECIES" "Grypus" "Brachyceridae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Gymnetron antirrhini" NA "Curculionidae" "Coleoptera" 2.8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Herbivorous" NA NA 0 0 0 0 0 1 1 0 1 NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Rhinusa antirrhini Stephens, 1829" "SPECIES" "Rhinusa" "Curculionidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Gymnetron ictericum" NA "Curculionidae" "Coleoptera" 1.9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Herbivorous" NA NA 0 0 0 0 0 1 1 0 1 NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Gymnetron ictericus Gyllenhal, 1838" "SPECIES" "Gymnetron" "Curculionidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Gymnetron labile" NA "Curculionidae" "Coleoptera" 1.95 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Herbivorous" NA NA 0 0 0 0 0 1 0 1 1 NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Mecinus labilis (J.F.W.Herbst, 1795)" "SPECIES" "Mecinus" "Curculionidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Gymnetron melanarium" NA "Curculionidae" "Coleoptera" 1.75 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Herbivorous" NA NA 0 0 0 0 0 1 0 1 1 NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Gymnetron melanarium (E.F.Germar, 1821)" "SPECIES" "Gymnetron" "Curculionidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Gymnetron pascuorum" NA "Curculionidae" "Coleoptera" 1.8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Herbivorous" NA NA 0 0 0 0 0 1 1 0 1 NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Mecinus pascuorum (L.Gyllenhal, 1813)" "SPECIES" "Mecinus" "Curculionidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Gymnetron veronicae" NA "Curculionidae" "Coleoptera" 2.15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Herbivorous" NA "monophagous" 0 0 0 0 0 1 1 0 1 NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Gymnetron veronicae (E.F.Germar, 1821)" "SPECIES" "Gymnetron" "Curculionidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Gymnopholus lichenifer" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15.9247344716049 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Gymnopholus lichenifer Gressitt, 1966" "SPECIES" "Gymnopholus" "Curculionidae" "Coleoptera" "Insecta" "Arthropoda" "ENDANGERED"
"Gymnopleurus aenescens" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1683554.22680758 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Gymnopleurus aenescens Wiedemann, 1821" "SPECIES" "Gymnopleurus" "Scarabaeidae" "Coleoptera" "Insecta" "Arthropoda" "LEAST_CONCERN"
"Gymnopleurus aeruginosus" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 198222.051570245 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Gymnopleurus aeruginosus Harold, 1867" "SPECIES" "Gymnopleurus" "Scarabaeidae" "Coleoptera" "Insecta" "Arthropoda" "DATA_DEFICIENT"
"Gymnopleurus andreaei" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 196974.552818669 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Gymnopleurus andreaei Ferreira, 1954" "SPECIES" "Gymnopleurus" "Scarabaeidae" "Coleoptera" "Insecta" "Arthropoda" "LEAST_CONCERN"
"Gymnopleurus bicolor" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2513.18854460048 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Gymnopleurus bicolor Latreille, 1823" "SPECIES" "Gymnopleurus" "Scarabaeidae" "Coleoptera" "Insecta" "Arthropoda" "DATA_DEFICIENT"
"Gymnopleurus humanus" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 611093.626705659 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Gymnopleurus humanus MacLeay, 1821" "SPECIES" "Gymnopleurus" "Scarabaeidae" "Coleoptera" "Insecta" "Arthropoda" "LEAST_CONCERN"
"Gymnopleurus reichei" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 156832.839400297 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Gymnopleurus reichei Waterhouse, 1890" "SPECIES" "Gymnopleurus" "Scarabaeidae" "Coleoptera" "Insecta" "Arthropoda" "LEAST_CONCERN"
"Gymnopleurus thelwalli" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 436899.487770562 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Gymnopleurus thelwalli Waterhouse, 1890" "SPECIES" "Gymnopleurus" "Scarabaeidae" "Coleoptera" "Insecta" "Arthropoda" "DATA_DEFICIENT"
"Gymnopleurus virens" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 588244.72316024 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Gymnopleurus virens Erichson, 1843" "SPECIES" "Gymnopleurus" "Scarabaeidae" "Coleoptera" "Insecta" "Arthropoda" "LEAST_CONCERN"
"Gyronotus dispar" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 52297.34996488 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Gyronotus dispar (Felsche, 1911)" "SPECIES" "Gyronotus" "Scarabaeidae" "Coleoptera" "Insecta" "Arthropoda" "NEAR_THREATENED"
"Gyronotus mulanjensis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 12576.1325097975 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Gyronotus mulanjensis Davis, Scholtz & Harrison, 1999" "SPECIES" "Gyronotus" "Scarabaeidae" "Coleoptera" "Insecta" "Arthropoda" "NEAR_THREATENED"
"Gyronotus pumilus" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9593.18854088485 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Gyronotus pumilus (Boheman, 1857)" "SPECIES" "Gyronotus" "Scarabaeidae" "Coleoptera" "Insecta" "Arthropoda" "LEAST_CONCERN"
"Gyrophaena boleti" NA "Staphylinidae" "Coleoptera" 1.848 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Fungivorous" NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.508 0.317 0.273 0.343 0.011 0.552 0.156 0.056 0.474 0.569 0.757 NA 0.388 0.27 1.501 0.746 0.859 40.821 106.29 NA "Gyrophaena boleti (Linnaeus, 1758)" "SPECIES" "Gyrophaena" "Staphylinidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Gyrophaena fasciata" NA "Staphylinidae" "Coleoptera" 3.918 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Fungivorous" NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.337 0.824 0.682 0.811 0.061 1.226 0.282 0.153 1.265 1.406 1.683 NA 0.992 0.67 3.203 1.715 4.216 15.329 122.53 NA "Gyrophaena fasciata (Marsham, 1802)" "SPECIES" "Gyrophaena" "Staphylinidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Gyrophaena joyioides" NA "Staphylinidae" "Coleoptera" 3.108 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.972 0.651 0.455 0.616 0.039 0.786 0.22 0.105 0.987 1.028 1.176 NA 0.748 0.497 2.336 1.241 2.312 16.307 110.46 NA "Gyrophaena joyioides Wüsthoff, 1937" "SPECIES" "Gyrophaena" "Staphylinidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Gyrophaena manca" NA "Staphylinidae" "Coleoptera" 1.689 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.485 0.397 0.26 0.334 0.011 0.446 0.095 0.036 0.507 0.558 0.663 NA 0.341 0.222 1.331 0.657 0.66 58.358 136 NA "Gyrophaena manca Erichson, 1839" "SPECIES" "Gyrophaena" "Staphylinidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Gyrophaena minima" NA "Staphylinidae" "Coleoptera" 1.576 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Fungivorous" NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.549 0.362 0.289 0.344 0.01 0.555 NA NA 0.498 0.541 0.61 NA 0.375 0.276 1.301 0.719 0.696 35.806 121.33 NA "Gyrophaena minima Erichson, 1837" "SPECIES" "Gyrophaena" "Staphylinidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Gyrophaena nana" NA "Staphylinidae" "Coleoptera" 2.036 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.851 0.566 0.432 0.505 0.021 0.795 0.114 0.051 0.931 0.92 1.076 NA 0.658 0.426 NA 0.809 NA 36.352 130.72 NA "Gyrophaena nana (Paykull, 1800)" "SPECIES" "Gyrophaena" "Staphylinidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Gyrophaena polita" NA "Staphylinidae" "Coleoptera" 1.935 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Fungivorous" NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.568 0.325 0.28 0.307 0.008 0.428 NA NA 0.461 0.548 0.65 NA 0.412 0.276 1.613 0.794 0.954 25.954 95.49 NA "Gyrophaena polita (Gravenhorst, 1802)" "SPECIES" "Gyrophaena" "Staphylinidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Gyrophaena strictula" NA "Staphylinidae" "Coleoptera" 2.455 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.648 0.378 0.377 0.343 0.012 0.581 0.14 0.045 NA NA NA NA 0.467 0.308 NA NA NA 21.162 105.78 NA "Gyrophaena strictula Erichson, 1839" "SPECIES" "Gyrophaena" "Staphylinidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Habrocerus capillaricornis" NA "Staphylinidae" "Coleoptera" 3.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Carnivorous" NA NA 1 0 0 0 0 0 0 0 NA NA 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Habrocerus capillaricornis (Gravenhorst, 1806)" "SPECIES" "Habrocerus" "Staphylinidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Hadramphus tuberculatus" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.0759744380281046 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Lyperobius tuberculatus F.P.Pascoe, 1877" "SPECIES" "Lyperobius" "Curculionidae" "Coleoptera" "Insecta" "Arthropoda" "CRITICALLY_ENDANGERED"
"Hadraule elongatula" NA "Ciidae" "Coleoptera" 1.898 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.664 0.503 0.336 0.452 0.011 0.328 0.138 0.071 0.508 0.608 0.48 NA 1.172 0.383 1.801 0.514 0.674 32.238 NA NA "Hadraule elongatula (Gyllenhal, 1827)" "SPECIES" "Hadraule" "Ciidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Hadrobregmus confusus" NA "Ptinidae" "Coleoptera" 7.643 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.071 2.647 0.672 1.673 0.196 2.622 0.223 0.373 2.459 2.619 2.873 NA 5.956 1.629 9.632 3.817 29.587 29.738 NA NA "Hadrobregmus confusus (Kraatz, 1881)" "SPECIES" "Hadrobregmus" "Anobiidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Hadrobregmus denticollis" NA "Ptinidae" "Coleoptera" 5.859 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2.288 2.196 0.703 1.371 0.1 1.701 0.457 0.229 2.088 2.247 2.549 NA 3.648 1.085 6.66 2.641 14.085 53.192 107.59 NA "Hadrobregmus denticollis (Creutzer, 1796)" "SPECIES" "Hadrobregmus" "Anobiidae" "Coleoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
