"Species" "scientificName" "taxonRank" "GBIF_status" "GBIF_accepted" "Genus" "Family" "Order" "Class" "Phylum" "Group" "Source" "originCH" "originEUR" "swissRedListCategory" "europeanRegionalRedListCategory" "iucnRedListCategory" "EcoTer" "EcoFresh" "EcoMar" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "RangeSize_km2" "Growth" "Life_form" "Life_strategy" "Epiphyte" "Seta_caps" "Peristome" "Rhizoids" "Perm_proto" "Mating_type" "Sporophyte_freq" "Gen_length_y" "Seta_max_len_mm" "Gam_size_mm" "Spore_size_µm" "Veg_propagules" "Vp_max_size_µm" "Vp_gem" "Vp_tub" "Vp_bul" "Vp_lea" "vp_bra" "Vp_freq" "ROCKbet_substr" "WETsb_substr" "DRYsb_substr" "TUFAsb_substr" "CalROCKsb_substr" "CalrWETsb_substr" "CalrDRYsb_substr" "SilROCKsb_substr" "SilrWETsb_substr" "SilrDRYsb_substr" "HUMUSbet_substr" "HUMUSsb_substr" "BARKbet_substr" "BARKsb_substr" "DEADWbet_substr" "DEADWsb_substr" "nWOODYbet_substr" "nWOODYsb_substr" "ANIMALbet_substr" "ANIMALsb_substr" "MUDsb_substr" "SPECIALsb_substr" "EIVbet_Moisture" "EIVsb_Moisture" "EIVbet_pH" "EIVsb_pH" "EIVbet_Nutrients" "EIVbet_Na" "EIVbet_Temp" "EIVsb_Temp" "EIVbet_Light" "EIVsb_Light" "AnnuMeanTemp" "AnnuPrecip" "Elevation_low" "Elevation" "Elevation_up" "MISSING_ALL_TRAITS"
"Lophozia laxa" "Lophozia laxa (Lindb.) Grolle" "SPECIES" "heterotypic synonym" "Heterogemma laxa (Lindb.) Konstant. & Vilnet" "Heterogemma" "Scapaniaceae" "Jungermanniales" "Jungermanniopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "EN" "VU" "VULNERABLE" 1 0 NA NA 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 694493.649117923 "foliose" "turf" "colonist" 0 "erect" 0 1 0 "dioicous" "rare" 6.7 18.44 20 14 1 106.6 1 0 0 0 0 "common" 0 1 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 23 0 0 0 0 8 4 1 1 1 0 2 3 8 4 3.05 812.8 0 775 1550 "NO"
"Lophozia longidens" "Lophozia longidens (Lindb.) Macoun" "SPECIES" "heterotypic synonym" "Lophoziopsis longidens (Lindb.) Konstant. & Vilnet" "Lophoziopsis" "Scapaniaceae" "Jungermanniales" "Jungermanniopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "LC" "LC" "ENDANGERED" 1 0 NA NA 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 742805.517436494 "foliose" "turf" "colonist" 0 "erect" 0 1 0 "dioicous" "rare" 6.7 7.5 16.25 13.5 1 100.4 1 0 0 0 0 "common" 1 0 0 0 0 0 0 0 1 0 1 0 1 4 1 2 1 0 0 0 0 0 6 3 2 2 4 0 3 2 7 4 3.95 833.8 0 1675 3350 "NO"
"Lophozia longidens subsp. longidens" "Lophozia longidens subsp. longidens" "SUBSPECIES" "heterotypic synonym" "Lophoziopsis longidens subsp. longidens" "Lophoziopsis" "Scapaniaceae" "Jungermanniales" "Jungermanniopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" NA "LC" NA "NOT_APPLICABLE" 1 0 NA NA 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 520077.381808195 "foliose" "turf" "colonist" 0 "erect" 0 1 0 "dioicous" "rare" 7.9 12.98 22.19 12.97 1 69.96 1 0 0 0 0 "common" 1 0 3 0 0 0 0 0 4 5 1 1 0 14 0 18 0 4 0 0 0 0 5.8 3 1.96 2 3.08 0 2.84 2 5.6 4 4.518 977.266 70.2 1212.5 2303.4 "NO"
"Lophozia longidens var. longidens" "Lophozia longidens var. longidens" "VARIETY" "synonym" "Lophoziopsis longidens (Lindb.) Konstant. & Vilnet" "Lophoziopsis" "Lophoziaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "FaunaEuropeae" "INN" "No" "LC" "LC" "ENDANGERED" 1 0 NA NA 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 648320.216387683 "foliose" "turf" "colonist" 0 "erect" 0 1 0 "dioicous" "rare" 6.7 7.64 16.25 13.5 1 61.84 1 0 0 0 0 "common" 1 0 0 0 0 0 0 0 1 0 1 0 1 4 1 2 1 0 0 0 0 0 6 3 2 2 4 0 3 2 7 4 3.95 833.8 0 1675 3350 "NO"
"Lophozia longiflora" "Lophozia longiflora (Nees) Schiffn." "SPECIES" "accepted" "Lophozia longiflora (Nees) Schiffn." "Lophozia" "Scapaniaceae" "Jungermanniales" "Jungermanniopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "VU" "LC" "CRITICALLY_ENDANGERED" 1 0 NA NA 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 359132.770921638 "foliose" "turf" "colonist" 0 "erect" 0 1 0 "dioicous" "common" 6.7 8.88 10.25 11 1 69.76 1 0 0 0 0 "common" 1 1.24 6.62 0 0 0.2 0.16 0.86 1.12 1.48 1 2.64 0 0.32 1 3.6 0 0.56 0 0 0 0 7 3.32 2 1.8 2 0 3 1.92 4 2.44 1.05 760.5 0 1200 2400 "NO"
"Lophozia longiflora aggr." "Lophozia longiflora (Nees) Schiffn." "AGGREGATE" "accepted" "Lophozia longiflora (Nees) Schiffn." "Lophozia" "Scapaniaceae" "Jungermanniales" "Jungermanniopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "VU bis LC" "LC" "NOT_EVALUATED" 1 0 NA NA 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 445303.606775847 "foliose" "turf" "colonist" 0 "erect" 0 1 0 "dioicous" "common" 6.7 9.884 10.25 11 1 78.48 1 0 0 0 0 "common" 1 2.24 11.64 0.04 0.16 0.56 1.24 0.8 1.28 1.52 1 2.8 0 3 1 12.92 0 0.96 0 0 0 0.08 7 3.28 2 1.76 2 0 3 2.2 4 2.4 1.05 760.5 0 1200 2400 "NO"
"Lophozia murmanica" "Lophozia murmanica Kaal." "SPECIES" "accepted" "Lophozia murmanica Kaal." "Lophozia" "Lophoziaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "EEA" NA "No" NA "DD" "NOT_APPLICABLE" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 400277.212825422 "foliose" "turf" "colonist" 0 "erect" 0 1 0 "dioicous" "rare" 6.7 10.4 20 13.24 1 173.4 1 0 0 0 0 "common" 0 5.04 14.72 0.36 1.08 1.24 2.04 1.84 1.72 1.92 1 2.96 0 0.56 0 1.44 0 0.64 0 0 0.04 0.04 6.4 3.48 2.32 2.08 2.6 0.08 2.32 1.96 6.2 3.24 -2.05 768.3 0 0 0 "NO"
"Lophozia obtusa" "Lophozia obtusa (Lindb.) A.Evans" "SPECIES" "heterotypic synonym" "Obtusifolium obtusum (Lindb.) S.W.Arnell" "Obtusifolium" "Scapaniaceae" "Jungermanniales" "Jungermanniopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "ENDANGERED" 1 0 NA NA 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 341387.029822765 "foliose" "turf" "perennial" 0 "erect" 0 1 0 "dioicous" "rare" 16.7 20.4 36.25 12.5 1 81.28 1 0 0 0 0 "common" 1 9 48 0 0 0 3 0 2 13 1 31 1 1 0 1 0 16 0 0 0 0 6 3 3 2 3 0 2 2 6 2 1.85 766.3 25 1322.5 2620 "NO"
"Lophozia opacifolia" "Lophozia opacifolia Culm." "SPECIES" "synonym" "Schistochilopsis opacifolia (Culm.) Konstant." "Schistochilopsis" "Scapaniaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "NOT_EVALUATED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 332829.672892815 "foliose" "mat" "colonist" 0 "erect" 0 1 0 "dioicous" "occasional" 6.7 19.68 20 16 1 81.24 1 0 0 0 0 "common" 0 27 42 0 0 1 1 7 9 6 1 5 0 0 0 2 1 0 0 0 1 0 8 4 4 3 2.92 0 1 1 9 4 1.85 757.3 0 1550 3100 "NO"
"Lophozia perssonii" "Lophozia perssonii H.Buch & S.W.Arnell" "SPECIES" "heterotypic synonym" "Oleolophozia perssonii (H.Buch & S.W.Arnell) L.Söderstr., De Roo & Hedd." "Oleolophozia" "Scapaniaceae" "Jungermanniales" "Jungermanniopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "VU" "LC" "VULNERABLE" 1 0 NA NA 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 540899.384965134 "foliose" "mat" "colonist" 0 "erect" 0 1 0 "dioicous" "rare" 6.7 6.18 5 10 1 338.76 1 0 0 0 0 "common" 1 2 0 0 0 0 0 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 5 3 8 4 5 0 3 2 4 3 3.25 749.8 0 900 1800 "NO"
"Lophozia savicziae" "Lophozia savicziae Schljakov" "SPECIES" "accepted" "Lophozia savicziae Schljakov" "Lophozia" "Lophoziaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "EEA" NA "No" NA "VU" "NOT_APPLICABLE" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 508298.635288399 "foliose" "mat" "colonist" 0 "erect" 0 1 0 "dioicous" "rare" 6.7 10.364 16.29 12.17 1 169.28 1 0 0 0 0 "common" 0 3.8 12.32 0 0.16 0.2 0.12 1.24 1.08 1.25333333333333 1 2.08 0 1 0 0.56 0 1.32 0 0 0 0.08 6.56 3.6 2.28 1.72 2.56 0 1.52 1.64 7.24 3.6 -0.65 757 0 1010 2020 "NO"
"Lophozia schusteriana" "Lophozia schusteriana Schljakov" "SPECIES" "accepted" "Lophozia schusteriana Schljakov" "Lophozia" "Lophoziaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "EEA" NA "No" NA "LC" NA 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 211495.750013351 "foliose" "turf" "colonist" 0 "erect" 0 1 0 "dioicous" "rare" 6.7 10.47 19.4308 13.74 1 295.88 1 0 0 0 0 "common" 0 2.4 6.78 0.12 0.52 0.56 1.12 1.82 0.96 1.68 1 1.56 0 0.2 0 0.6 0 0.68 0 0 0.12 0.32 6.56 3.6 2.36 2.08 3 0.04 2.72 1.8 6.36 3.3 -1.05 850.8 0 0 0 "NO"
"Lophozia silvicola" "Lophozia silvicola H.Buch" "SPECIES" "accepted" "Lophozia silvicola H.Buch" "Lophozia" "Scapaniaceae" "Jungermanniales" "Jungermanniopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" NA "LC" NA "LEAST_CONCERN" 1 0 NA NA 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 439732.976460606 "foliose" "turf" "colonist" 0 "erect" 0 1 0 "dioicous" "rare" 6.7 8.03 13.5128 11.92 1 74.28 1 0 0 0 0 "common" 1 0 10 0 0 0 2 0 0 2 1 1 0 3 0 14 0 1 0 0 0 0 5.68 3 1.96 2 2.8 0 2.84 2 5.08 3 4.682 801.248 8.2 1102.8 2141.28 "NO"
"Lophozia silvicoloides" "Lophozia silvicoloides N.Kitag." "SPECIES" "accepted" "Lophozia silvicoloides N.Kitag." "Lophozia" "Lophoziaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "EEA" NA "No" NA "DD" "NOT_APPLICABLE" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 230940.962655613 "foliose" "turf" "colonist" 0 "erect" 0 1 0 "dioicous" "rare" 6.564 9.44 42.5 15 1 319.44 1 0 0 0 0 "common" 0 1.88 13.16 0.04 0.28 0.84 0.44 1.5 1.6 1.4 1 2.72 0 0 0 0.56 0 0.72 0 0 0 0.12 6.36 3.44 2.4 1.96 2.56 0 2.08 1.6 6.76 3.48 -0.35 772.3 0 150 300 "NO"
"Lophozia subapiculata" "Lophozia subapiculata R.M.Schust. & Damsh." "SPECIES" "synonym" "Lophozia ventricosa (Dicks.) Dumort." "Lophozia" "Lophoziaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "EEA" "INN" "No" "LC" "DD" "NOT_EVALUATED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 937102.401327925 "foliose" "turf" "colonist" 0 "erect" 0 1 0 "dioicous" "occasional" 6.7 17.78 20 14 1 302.04 1 0 0 0 0 "common" 0 8 94 0 1 2 1 7 9 14 1 20 0 4 0 60 0 3 0 0 0 0 0 3 0 2 3 0 0 2 0 2 -7.95 465.8 0 0 0 "NO"
"Lophozia sudetica" "Lophozia sudetica (Nees ex Huebener) Grolle" "SPECIES" "heterotypic synonym" "Barbilophozia sudetica (Nees ex Huebener) L.Söderstr., De Roo & Hedd." "Barbilophozia" "Scapaniaceae" "Jungermanniales" "Jungermanniopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 744112.177561141 "foliose" "turf" "colonist" 0 "erect" 0 1 0 "dioicous" "rare" 6.7 13.324 20 12 1 514.96 1 0 0 0 0 "common" 1 11 71 0 1 1 3 17 19 30 1 10 0 0 0 1 1 2 0 0 0 2 7 3 2 2 2 0 3 1 9 4 4.75 815.6 35 1617.5 3200 "NO"
"Lophozia ventricosa" "Lophozia ventricosa (Dicks.) Dumort." "SPECIES" "accepted" "Lophozia ventricosa (Dicks.) Dumort." "Lophozia" "Scapaniaceae" "Jungermanniales" "Jungermanniopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "VULNERABLE" 1 0 NA NA 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 951227.910591456 "foliose" "turf" "colonist" 0 "erect" 0 1 0 "dioicous" "occasional" 6.7 17.8 20 14 1 66.84 1 0 0 0 0 "common" 1 8 94 0 1 2 1 7 9 14 1 20 1 4 1 60 1 3 0 0 0 0 0 3 0 2 3 0 0 2 0 2 5.45 713.3 0 1150 2300 "NO"
"Lophozia ventricosa aggr." "Lophozia ventricosa (Dicks.) Dumort." "AGGREGATE" "accepted" "Lophozia ventricosa (Dicks.) Dumort." "Lophozia" "Scapaniaceae" "Jungermanniales" "Jungermanniopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "VU bis LC" "DD" "NOT_EVALUATED" 1 0 NA NA 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 769878.881910929 "foliose" "turf" "colonist" 0 "erect" 0 1 0 "dioicous" "occasional" 6.7 17.74 20 14 1 85.84 1 0 0 0 0 "common" 1 8 94 0 1 2 1 7 9 14 1 20 1 4 1 60 1 3 0 0 0 0 0 3 0 2 3 0 0 2 0 2 -1.25 589.55 0 575 1150 "NO"
"Lophozia wenzelii" "Lophozia wenzelii (Nees) Steph." "SPECIES" "accepted" "Lophozia wenzelii (Nees) Steph." "Lophozia" "Scapaniaceae" "Jungermanniales" "Jungermanniopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 490602.784895991 "foliose" "turf" "colonist" 0 "erect" 0 1 0 "dioicous" "rare" 6.7 16.92 26.25 12 1 390.76 1 0 0 0 0 "common" 1 28 94 0 0 1 2 12 9 21 1 13 0 2 0 6 0 0 0 0 0 1 6 5 2 2 2 0 2 1 6 4 -0.05 777.8 0 1300 2600 "NO"
"Lophoziopsis excisa" "Lophoziopsis excisa (Dicks.) Konstant. & Vilnet" "SPECIES" "accepted" "Lophoziopsis excisa (Dicks.) Konstant. & Vilnet" "Lophoziopsis" "Jungermanniaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "InfoSpecies" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 571432.528361897 "foliose" "turf" "colonist" 0 "erect" 0 1 0 "monoicous" "common" 6.7 7.524 11.25 14.5 1 196.48 1 0 0 0 0 "common" 1 2.72 26.1 0 0.16 0.48 1.1 2.26 2.04 10.08 1 3.24 1 4.74 1 9.8 1 0.6 0 0.12 0.04 0.12 5 3 5 2 3 0 3 3 7 3 7.25 832.8 0 1600 3200 "NO"
"Lophoziopsis excisa aggr." "Lophoziopsis excisa (Dicks.) Konstant. & Vilnet" "AGGREGATE" "accepted" "Lophoziopsis excisa (Dicks.) Konstant. & Vilnet" "Lophoziopsis" "Jungermanniaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "InfoSpecies" "INN" "No" "CR bis LC" "LC" "NOT_EVALUATED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 243536.712947086 "foliose" "turf" "colonist" 0 "erect" 0 1 0 "monoicous" "common" 6.7 5.97 11.25 14.5 1 66.64 1 0 0 0 0 "common" 1 1.96 15.46 0 0.12 0.16 0.56 1.12 1.46 3.88 1 3.28 1 3.24 1 6.76 1 0.38 0 0 0.04 0 5 3 5 2 3 0 3 3 7 3 7.25 832.8 0 1600 3200 "NO"
"Lophoziopsis jurensis" "Lophoziopsis jurensis (Meyl. ex Müll.Frib.) Mamontov & Vilnet" "SPECIES" "accepted" "Lophoziopsis jurensis (Meyl. ex Müll.Frib.) Mamontov & Vilnet" "Lophoziopsis" "Lophoziaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "InfoSpecies" NA NA "CR" NA "NOT_EVALUATED" 1 0 NA NA 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 525131.79087026 "foliose" "turf" "colonist" 0 "erect" 0 1 0 "dioicous" "rare" 7.9 15.48 27.5032 12.71 1 185.08 1 0 0 0 0 "common" 1 4.22 9.04 0.12 0.56 1.44 7.16 1.08 1.92 1.44 1 5.64 0 0.68 0 2.32 0 2.46 0 0 0 0.12 7.16 4 1.96 1 2.16 0 2.72 3 6.48 4 4.026 996.494 27.4 959.8 1858.12 "NO"
"Lophoziopsis longidens" "Lophoziopsis longidens (Lindb.) Konstant. & Vilnet" "SPECIES" "accepted" "Lophoziopsis longidens (Lindb.) Konstant. & Vilnet" "Lophoziopsis" "Jungermanniaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "InfoSpecies" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 558637.134950282 "foliose" "turf" "colonist" 0 "erect" 0 1 0 "dioicous" "rare" 6.7 8.9 16.25 13.5 1 61.4 1 0 0 0 0 "common" 1 0 0 0 0 0 0 0 1 0 1 0 1 4 1 2 1 0 0 0 0 0 6 3 2 2 4 0 3 2 7 4 3.95 833.8 0 1675 3350 "NO"
"Lophoziopsis longidens subsp. longidens" "Lophoziopsis longidens subsp. longidens" "SUBSPECIES" "accepted" "Lophoziopsis longidens subsp. longidens" "Lophoziopsis" "Lophoziaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "InfoSpecies" "INN" NA "LC" NA "NOT_APPLICABLE" 1 0 NA NA 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 323096.96237826 "foliose" "turf" "colonist" 0 "erect" 0 1 0 "dioicous" "rare" 7.1 14.304 18.89 12.9476 1 98.28 1 0 0 0 0 "common" 1 0 3 0 0 0 0 0 4 5 1 1 0 14 0 18 0 4 0 0 0 0 5.88 3 2.16 2 2.68 0 2.72 2 5.84 4 3.638 879.104 33.8 875.1 1735.6 "NO"
"Lophoziopsis longidens var. longidens" "Lophoziopsis longidens var. longidens" "VARIETY" "synonym" "Lophoziopsis longidens subsp. longidens" "Lophoziopsis" "Lophoziaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "FaunaEuropeae" "INN" NA "LC" NA "NOT_APPLICABLE" 1 0 NA NA 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 568645.619769747 "foliose" "turf" "colonist" 0 "erect" 0 1 0 "dioicous" "rare" 7.1 12.42 19.2268 12.93 1 114.92 1 0 0 0 0 "common" 1 0 3 0 0 0 0 0 4 5 1 1 1 14 1 18 0 4 0 0 0 0 5.92 3 2.8 2 3.16 0 2.64 2 5.32 4 3.752 921.874 15.4 1026.9 1970.2 "NO"
"Lophoziopsis pellucida" "Lophoziopsis pellucida (R.M.Schust.) Konstant. & Vilnet" "SPECIES" "accepted" "Lophoziopsis pellucida (R.M.Schust.) Konstant. & Vilnet" "Lophoziopsis" "Jungermanniaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "EEA" NA "No" NA "VU" "ENDANGERED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 99093.3825014592 "foliose" "mat" "colonist" 0 "erect" 0 1 0 "dioicous" "rare" 6.7 10.1 17.5 13.8 1 254.36 1 0 0 0 0 "common" 0 3.28 6.24 0 0.2 0.2 0.24 1.64 1.72 1.08 1 1.76 0 0.2 0 0.84 0 0.64 0 0 0 0.12 6.44 3.52 2.48 2.12 2.76 0 2.28 1.6 6.88 3.28 -2.85 745 10 505 1000 "NO"
"Lophoziopsis polaris" "Lophoziopsis polaris (R.M.Schust.) Konstant. & Vilnet" "SPECIES" "accepted" "Lophoziopsis polaris (R.M.Schust.) Konstant. & Vilnet" "Lophoziopsis" "Jungermanniaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "EEA" NA "No" NA "LC" "NEAR_THREATENED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 144188.766990393 "foliose" "turf" "colonist" 0 "erect" 0 1 0 "dioicous" "occasional" 6.7 7.76 20 13.41 1 258.2 1 0 0 0 0 "common" 1 3.4 19.7333333333333 0.28 0.5 1.52 2.32 1.52 1.72 2.84 1 3.18 0 1.12 0 6.16 0 0.74 0 0.12 0.04 0.16 5.96 3.48 2.6 2.2 2.76 0.04 2.48 2.28 5.52 2.74 -6.15 726 5 252.5 500 "NO"
"Lophoziopsis propagulifera" "Lophoziopsis propagulifera (Gottsche) Konstant. & Vilnet" "SPECIES" "accepted" "Lophoziopsis propagulifera (Gottsche) Konstant. & Vilnet" "Lophoziopsis" "Jungermanniaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "EEA" NA "No" NA "LC" NA 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 172052.946668489 "foliose" "mat" "colonist" 0 "erect" 0 1 0 "dioicous" "rare" 6.7 9.52 10 16 1 288.64 0 0 0 0 0 "common" 0 2.6 6.66 0.04 0.04 0.12 0.48 1.16 0.64 0.36 1 1.4 0 0.12 0 0.52 0 0.2 0 0 0.08 0.08 6.4 3.2 2.96 1.88 2.76 0 2.24 1.96 7.36 3.64 -0.95 763.9 0 100 200 "NO"
"Lophoziopsis rubrigemma" "Lophoziopsis rubrigemma (R.M.Schust.) Konstant. & Vilnet" "SPECIES" "accepted" "Lophoziopsis rubrigemma (R.M.Schust.) Konstant. & Vilnet" "Lophoziopsis" "Jungermanniaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "EEA" NA "No" NA "DD" "NOT_APPLICABLE" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 141850.488689799 "foliose" "turf" "colonist" 0 "erect" 0 1 0 "dioicous" "occasional" 6.7 10.72 25.5192 15.76 1 456.48 1 0 0 0 0 "common" 1 10.8 59.42 0.6 1.46 2.2 7.26 3.08 3.08 5.24 1 6.44 0 4.64 0 12.4 0 1.04 0 0 0 0.2 4.92 3.12 3.48 2.56 3.32 0.16 3.32 2.52 4 2.56 -9.15 574.9 0 0 0 "NO"
"Lunularia cruciata" "Lunularia cruciata (L.) Dumort. ex Lindb." "SPECIES" "accepted" "Lunularia cruciata (L.) Dumort. ex Lindb." "Lunularia" "Lunulariaceae" "Marchantiales" "Marchantiopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "NEO" "No" NA "LC" "NEAR_THREATENED" 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26640.1211660238 "thalloid" "mat" "perennial" 0 "erect" 0 1 0 "dioicous" "rare" 16.7 5.664 36.67 18 1 650 1 0 0 0 0 "common" 1 2 7 0 0 3 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 6 3 6 4 8 0 8 4 7 2 5.35 713.4 0 1000 2000 "NO"
"Lunularia cruciata subsp. cruciata" "Lunularia cruciata subsp. cruciata" "SUBSPECIES" "accepted" "Lunularia cruciata subsp. cruciata" "Lunularia" "Lunulariaceae" "Marchantiales" "Marchantiopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "NEO" NA NA NA NA 1 0 NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 156746.706910132 "thalloid" "mat" "longLived_shuttle" 0 "erect" 0 1 0 "dioicous" "occasional" 11.764 5.61 38.83 51.86 0 402.48 0 0 0 0 0 "common" 1 11 27 4 3 17 4 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0 6.68 3 6.92 4 4.56 0.08 5.32 4 4.04 2 9.112 821.664 23.4 780.9 1524.4 "NO"
"Mannia androgyna" "Mannia androgyna (L.) A.Evans" "SPECIES" "accepted" "Mannia androgyna (L.) A.Evans" "Mannia" "Aytoniaceae" "Marchantiales" "Marchantiopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "VU" "LC" NA 1 0 NA NA 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 55819.1501569521 "thalloid" "mat" "longLived_shuttle" 0 "erect" 0 1 0 "both" "occasional" 16.7 0.44 20 72.5 0 660 0 0 0 0 0 "common" 0 0 17 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 5 1 6 2 3.44 0.88 9 5 7 5 13.75 749.5 0 0 0 "NO"
